edited_at,filename,init_dt,end_dt,init_km,end_km,event1_dt,event1_km,event1_lon,event1_lat,event1_label,event2_dt,event2_km,event2_lon,event2_lat,event2_label,event3_dt,event3_km,event3_lon,event3_lat,event3_label,event4_dt,event4_km,event4_lon,event4_lat,event4_label
2026-04-08T10:44:04.000512,Map-Energy__sum__linear-conv00001-20240912_132002-20240912_192002-0.050000-5.000000.png,2024-09-12T13:20:02,2024-09-12T19:20:02,0.05,5.0,2024-09-12T16:20:02,2.525,11.9301635288236,78.9554869237935,NOISE,2024-09-12T16:20:02,2.525,11.9301635288236,78.9554869237935,NOISE,2024-09-12T16:20:02,2.525,11.9301635288236,78.9554869237935,NOISE,2024-09-12T16:20:02,2.525,11.9301635288236,78.9554869237935,NOISE
2026-04-08T10:44:05.984738,Map-Energy__sum__linear-conv00011-20240912_192002-20240913_012002-0.050000-5.000000.png,2024-09-12T19:20:02,2024-09-13T01:20:02,0.05,5.0,2024-09-12T22:20:02,2.525,11.9301635288236,78.9554869237935,NOISE,2024-09-12T22:20:02,2.525,11.9301635288236,78.9554869237935,NOISE,2024-09-12T22:20:02,2.525,11.9301635288236,78.9554869237935,NOISE,2024-09-12T22:20:02,2.525,11.9301635288236,78.9554869237935,NOISE
2026-04-08T10:44:07.008400,Map-Energy__sum__linear-conv00021-20240913_012002-20240913_072002-0.050000-5.000000.png,2024-09-13T01:20:02,2024-09-13T07:20:02,0.05,5.0,2024-09-13T04:20:02,2.525,11.9301635288236,78.9554869237935,NOISE,2024-09-13T04:20:02,2.525,11.9301635288236,78.9554869237935,NOISE,2024-09-13T04:20:02,2.525,11.9301635288236,78.9554869237935,NOISE,2024-09-13T04:20:02,2.525,11.9301635288236,78.9554869237935,NOISE
2026-04-08T10:44:07.816672,Map-Energy__sum__linear-conv00031-20240913_072002-20240913_132002-0.050000-5.000000.png,2024-09-13T07:20:02,2024-09-13T13:20:02,0.05,5.0,2024-09-13T10:20:02,2.525,11.9301635288236,78.9554869237935,NOISE,2024-09-13T10:20:02,2.525,11.9301635288236,78.9554869237935,NOISE,2024-09-13T10:20:02,2.525,11.9301635288236,78.9554869237935,NOISE,2024-09-13T10:20:02,2.525,11.9301635288236,78.9554869237935,NOISE
2026-04-08T10:44:08.816541,Map-Energy__sum__linear-conv00041-20240913_132002-20240913_192002-0.050000-5.000000.png,2024-09-13T13:20:02,2024-09-13T19:20:02,0.05,5.0,2024-09-13T16:20:02,2.525,11.9301635288236,78.9554869237935,NOISE,2024-09-13T16:20:02,2.525,11.9301635288236,78.9554869237935,NOISE,2024-09-13T16:20:02,2.525,11.9301635288236,78.9554869237935,NOISE,2024-09-13T16:20:02,2.525,11.9301635288236,78.9554869237935,NOISE
2026-04-08T10:44:36.857385,Map-Energy__sum__linear-conv00051-20240913_192002-20240914_012002-0.050000-5.000000.png,2024-09-13T19:20:02,2024-09-14T01:20:02,0.05,5.0,2024-09-13T22:20:02,2.525,11.9301635288236,78.9554869237935,NOISE,2024-09-13T22:20:02,2.525,11.9301635288236,78.9554869237935,NOISE,2024-09-13T22:20:02,2.525,11.9301635288236,78.9554869237935,NOISE,2024-09-13T22:20:02,2.525,11.9301635288236,78.9554869237935,NOISE
2026-04-08T10:44:37.592935,Map-Energy__sum__linear-conv00061-20240914_012002-20240914_072002-0.050000-5.000000.png,2024-09-14T01:20:02,2024-09-14T07:20:02,0.05,5.0,2024-09-14T04:20:02,2.525,11.9301635288236,78.9554869237935,NOISE,2024-09-14T04:20:02,2.525,11.9301635288236,78.9554869237935,NOISE,2024-09-14T04:20:02,2.525,11.9301635288236,78.9554869237935,NOISE,2024-09-14T04:20:02,2.525,11.9301635288236,78.9554869237935,NOISE
2026-04-08T10:44:38.360919,Map-Energy__sum__linear-conv00071-20240914_072002-20240914_132002-0.050000-5.000000.png,2024-09-14T07:20:02,2024-09-14T13:20:02,0.05,5.0,2024-09-14T10:20:02,2.525,11.9301635288236,78.9554869237935,NOISE,2024-09-14T10:20:02,2.525,11.9301635288236,78.9554869237935,NOISE,2024-09-14T10:20:02,2.525,11.9301635288236,78.9554869237935,NOISE,2024-09-14T10:20:02,2.525,11.9301635288236,78.9554869237935,NOISE
2026-04-08T10:44:39.113339,Map-Energy__sum__linear-conv00081-20240914_132002-20240914_192002-0.050000-5.000000.png,2024-09-14T13:20:02,2024-09-14T19:20:02,0.05,5.0,2024-09-14T16:20:02,2.525,11.9301635288236,78.9554869237935,NOISE,2024-09-14T16:20:02,2.525,11.9301635288236,78.9554869237935,NOISE,2024-09-14T16:20:02,2.525,11.9301635288236,78.9554869237935,NOISE,2024-09-14T16:20:02,2.525,11.9301635288236,78.9554869237935,NOISE
2026-04-08T10:44:39.840743,Map-Energy__sum__linear-conv00091-20240914_192002-20240915_012002-0.050000-5.000000.png,2024-09-14T19:20:02,2024-09-15T01:20:02,0.05,5.0,2024-09-14T22:20:02,2.525,11.9301635288236,78.9554869237935,NOISE,2024-09-14T22:20:02,2.525,11.9301635288236,78.9554869237935,NOISE,2024-09-14T22:20:02,2.525,11.9301635288236,78.9554869237935,NOISE,2024-09-14T22:20:02,2.525,11.9301635288236,78.9554869237935,NOISE
2026-04-08T10:44:40.520971,Map-Energy__sum__linear-conv00101-20240915_012002-20240915_072002-0.050000-5.000000.png,2024-09-15T01:20:02,2024-09-15T07:20:02,0.05,5.0,2024-09-15T04:20:02,2.525,11.9301635288236,78.9554869237935,NOISE,2024-09-15T04:20:02,2.525,11.9301635288236,78.9554869237935,NOISE,2024-09-15T04:20:02,2.525,11.9301635288236,78.9554869237935,NOISE,2024-09-15T04:20:02,2.525,11.9301635288236,78.9554869237935,NOISE
2026-04-08T10:44:41.224612,Map-Energy__sum__linear-conv00111-20240915_072002-20240915_132002-0.050000-5.000000.png,2024-09-15T07:20:02,2024-09-15T13:20:02,0.05,5.0,2024-09-15T10:20:02,2.525,11.9301635288236,78.9554869237935,NOISE,2024-09-15T10:20:02,2.525,11.9301635288236,78.9554869237935,NOISE,2024-09-15T10:20:02,2.525,11.9301635288236,78.9554869237935,NOISE,2024-09-15T10:20:02,2.525,11.9301635288236,78.9554869237935,NOISE
2026-04-08T10:44:41.888795,Map-Energy__sum__linear-conv00121-20240915_132002-20240915_192002-0.050000-5.000000.png,2024-09-15T13:20:02,2024-09-15T19:20:02,0.05,5.0,2024-09-15T16:20:02,2.525,11.9301635288236,78.9554869237935,NOISE,2024-09-15T16:20:02,2.525,11.9301635288236,78.9554869237935,NOISE,2024-09-15T16:20:02,2.525,11.9301635288236,78.9554869237935,NOISE,2024-09-15T16:20:02,2.525,11.9301635288236,78.9554869237935,NOISE
2026-04-08T10:44:42.584837,Map-Energy__sum__linear-conv00131-20240915_192002-20240916_012002-0.050000-5.000000.png,2024-09-15T19:20:02,2024-09-16T01:20:02,0.05,5.0,2024-09-15T22:20:02,2.525,11.9301635288236,78.9554869237935,NOISE,2024-09-15T22:20:02,2.525,11.9301635288236,78.9554869237935,NOISE,2024-09-15T22:20:02,2.525,11.9301635288236,78.9554869237935,NOISE,2024-09-15T22:20:02,2.525,11.9301635288236,78.9554869237935,NOISE
2026-04-08T10:44:43.304735,Map-Energy__sum__linear-conv00141-20240916_012002-20240916_072002-0.050000-5.000000.png,2024-09-16T01:20:02,2024-09-16T07:20:02,0.05,5.0,2024-09-16T04:20:02,2.525,11.9301635288236,78.9554869237935,NOISE,2024-09-16T04:20:02,2.525,11.9301635288236,78.9554869237935,NOISE,2024-09-16T04:20:02,2.525,11.9301635288236,78.9554869237935,NOISE,2024-09-16T04:20:02,2.525,11.9301635288236,78.9554869237935,NOISE
